domain_name,domain_type,agency,city,state,city_state,country,the_geom
FTC.GOV,Federal Agency,Federal Trade Commission,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FTCCOMPLAINTASSISTANT.GOV,Federal Agency,Federal Trade Commission,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FTCEFILE.GOV,Federal Agency,Federal Trade Commission,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
HSR.GOV,Federal Agency,Federal Trade Commission,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
IDENTITYTHEFT.GOV,Federal Agency,Federal Trade Commission,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
IDTHEFT.GOV,Federal Agency,Federal Trade Commission,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
NCPW.GOV,Federal Agency,Federal Trade Commission,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
ONGUARDONLINE.GOV,Federal Agency,Federal Trade Commission,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
ONLINEONGUARD.GOV,Federal Agency,Federal Trade Commission,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
PROTECCIONDELCONSUMIDOR.GOV,Federal Agency,Federal Trade Commission,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
SENTINEL.GOV,Federal Agency,Federal Trade Commission,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
USICN.GOV,Federal Agency,Federal Trade Commission,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
ACQUISITION.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
ADVANTAGE.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
AFADVANTAGE.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
AMERICANJOBCENTER.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
APPS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
ARCTICGAS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
BUSINESSUSA.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
BUYACCESSIBLE.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
CAO.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
CAOC.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
CBCA.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
CCR.GOV,Federal Agency,General Services Administration,Battle Creek,MI,"BATTLE CREEK, MI",United States,0101000020E6100000E8305F5E804B55C0228E75711B294540
CFDA.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
CFO.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
CFOC.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
CHALLENGE.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
CHALLENGES.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
CIO.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
CIOC.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
COMPUTERS4LEARNING.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
COMPUTERSFORLEARNING.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
CONNECT.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
CONSUMERACTION.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
CONTRACTDIRECTORY.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
CPARS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
DATA.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
DIGITALGOV.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
DOTGOV.GOV,Federal Agency,General Services Administration,Fairfax,VA,"FAIRFAX, VA",United States,0101000020E61000006F9EEA909B5353C04E9CDCEF506C4340
EAC.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
ECPIC.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
EFACA.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
EFORMS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
EISENHOWERMEMORIAL.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
EPLS.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
ESPANOL.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
ESRS.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
FACA.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FACADATABASE.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FAI.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FAPIIS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FAQ.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FBO.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
FED.US,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FEDBIZOPPS.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
FEDFORMS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FEDIDCARD.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FEDINFO.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FEDRAMP.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FEDREALESTATE.GOV,Federal Agency,General Services Administration,San Francisco,CA,"SAN FRANCISCO, CA",United States,0101000020E610000074D2FBC6D79A5EC03A58FFE730E34240
FEDROOMS.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
FIDO.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FIRSTGOV.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FMI.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FORMS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FPDS.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
FPKI-LAB.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FPKI.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
NCIHA-NSN.GOV,Native Sovereign Nation,Indian Affairs,Ukiah,CA,"UKIAH, CA",United States,0101000020E6100000D3307C444CCD5EC0906B43C538934340
FRPP-PA.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
FSD.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
FSRS.GOV,Federal Agency,General Services Administration,Crystal City,VA,"CRYSTAL CITY, VA",United States,0101000020E610000065DF15C1FFF458C0AFB14B546FAD3C40
GOBIERNO.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
GOBIERNOUSA.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
GOVSALES.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
GSA.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
GSAADVANTAGE.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
GSAAUCTIONS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
GSADVANTAGE.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
GSAIG.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
GSAXCESS.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
HOWTO.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
IDEAS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
IDMANAGEMENT.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
INFO.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
JOBCENTER.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
KIDS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
MYUSA.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
NBRC.GOV,Federal Agency,General Services Administration,Bangor,ME,"BANGOR, ME",United States,0101000020E61000001D2098A3C73151C0CA1AF5108D664640
NETWORX.GOV,Federal Agency,General Services Administration,Fairfax,VA,"FAIRFAX, VA",United States,0101000020E61000006F9EEA909B5353C04E9CDCEF506C4340
NIC.GOV,Federal Agency,General Services Administration,Fairfax,VA,"FAIRFAX, VA",United States,0101000020E61000006F9EEA909B5353C04E9CDCEF506C4340
NONPROFIT.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
PACOUNCIL.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
PARTNER4SOLUTIONS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
PCLOB.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
PERFORMANCE.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
PIC.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
PPIRS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
PTT.GOV,Federal Agency,General Services Administration,Washington D.c.,DC,"WASHINGTON D.C., DC",United States,0101000020E61000008E23D6E2534253C04A29E8F692724340
REALESTATESALES.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
REALPROPERTYPROFILE.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
REGINFO.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
ROCIS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
SAM.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
SECTION508.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
SENIORS.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
SFTOOL.GOV,Federal Agency,General Services Administration,Chicago,IL,"CHICAGO, IL",United States,0101000020E6100000F2B0506B9AE955C0374F75C8CDEC4440
STRATEGICSOURCING.GOV,Federal Agency,General Services Administration,Arlington,VA,"ARLINGTON, VA",United States,0101000020E61000001F680586AC4653C078B988EFC4704340
SUPPORTTHEVOTER.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
TRANSPARENCY.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
UNITEDSTATES.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
US.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
USA.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
